,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,"RESIDENTIAL
UNITS","COMMERCIAL
UNITS","TOTAL 
UNITS","LAND 
SQUARE FEET","GROSS 
SQUARE FEET",YEAR BUILT,TAX CLASS AT TIME OF SALE,"BUILDING CLASS
AT TIME OF SALE",SALE PRICE,SALE DATE
4,BROAD CHANNEL,01 ONE FAMILY DWELLINGS,1,15317,44,,A1,12-15 CROSSBAY BLVD,,11693,1,0,1,"2,500","2,062",1920,1,A1,"595,000",8/11/23
4,BROAD CHANNEL,01 ONE FAMILY DWELLINGS,1,15318,21,,A2,24 WEST 13TH ROAD,,11693,1,0,1,"2,500",864,1910,1,A2,0,11/17/23
4,BROAD CHANNEL,01 ONE FAMILY DWELLINGS,1,15318,35,,A1,1307 CROSS BAY BLVD.,,11693,1,0,1,"2,500","1,058",1920,1,A1,"575,000",9/6/23
4,BROAD CHANNEL,01 ONE FAMILY DWELLINGS,1,15318,63,,A2,43 W 14TH ROAD,,11693,1,0,1,"2,500",844,1910,1,A2,"430,000",3/3/23
4,BROAD CHANNEL,01 ONE FAMILY DWELLINGS,1,15319,33,,A1,14-03 CROSS BAY BOULEVARD,,11693,1,0,1,"2,809","2,244",1920,1,A1,0,3/6/23
4,BROAD CHANNEL,01 ONE FAMILY DWELLINGS,1,15319,34,,A1,14-05 CROSS BAY BOULEVARD,,11693,1,0,1,"2,800","1,650",1925,1,A1,"435,000",1/30/23
4,BROAD CHANNEL,01 ONE FAMILY DWELLINGS,1,15320,37,,A2,1509 CROSS BAY BLVD,,11693,1,0,1,"5,000","1,954",1945,1,A2,"680,000",1/30/23
4,BROAD CHANNEL,01 ONE FAMILY DWELLINGS,1,15320,44,,A2,11 WEST 16TH ROAD,,11693,1,0,1,"2,500",600,1935,1,A2,0,12/9/23
4,BROAD CHANNEL,01 ONE FAMILY DWELLINGS,1,15321,10,,A1,50 WEST 16TH ROAD,,11693,1,0,1,"7,500","1,209",1925,1,A1,"740,000",9/20/23
4,BROAD CHANNEL,01 ONE FAMILY DWELLINGS,1,15321,26,,A1,26 WEST 16TH ROAD,,11693,1,0,1,"7,500","2,500",2022,1,A1,"916,425",2/20/23
4,BROAD CHANNEL,01 ONE FAMILY DWELLINGS,1,15321,30,,A2,20 WEST 16TH ROAD,,11693,1,0,1,"2,500",865,1925,1,A2,"410,000",8/10/23
4,BROAD CHANNEL,01 ONE FAMILY DWELLINGS,1,15321,46,,A2,16-15 CROSS BAY BOULEVARD,,11693,1,0,1,"2,500","1,224",1920,1,A2,"340,000",9/1/23
4,BROAD CHANNEL,01 ONE FAMILY DWELLINGS,1,15323,1,,A1,82 WEST 18TH ROAD,,11693,1,0,1,"2,500","1,189",1930,1,A1,"350,000",4/27/23
4,BROAD CHANNEL,01 ONE FAMILY DWELLINGS,1,15400,27,,A1,15 EAST 6TH ROAD,,11693,1,0,1,"2,500","1,189",1920,1,A1,"550,000",8/25/23
4,BROAD CHANNEL,01 ONE FAMILY DWELLINGS,1,15400,64,,A1,504 CROSS BAY BOULEVARD,,11693,1,0,1,"2,538","1,184",1920,1,A1,"415,715",9/6/23
4,BROAD CHANNEL,01 ONE FAMILY DWELLINGS,1,15454,3,,A2,106 EAST 6TH ROAD,,11693,1,0,1,"2,500",915,1920,1,A2,"310,000",3/29/23
4,BROAD CHANNEL,01 ONE FAMILY DWELLINGS,1,15457,10,,A2,611 WEST ROAD,,11693,1,0,1,"2,800",800,1935,1,A2,"470,000",1/30/23
4,BROAD CHANNEL,01 ONE FAMILY DWELLINGS,1,15458,10,,A1,207 EAST 8TH ROAD,,11693,1,0,1,"2,600","1,512",2019,1,A1,"565,000",12/15/23
4,BROAD CHANNEL,01 ONE FAMILY DWELLINGS,1,15459,9,,A1,214 NOEL ROAD,,11693,1,0,1,"3,705","2,160",1935,1,A1,0,8/3/23
4,BROAD CHANNEL,01 ONE FAMILY DWELLINGS,1,15460,12,,A1,14 EAST 8TH ROAD,,11693,1,0,1,"2,750","1,320",1935,1,A1,0,3/16/23
4,BROAD CHANNEL,01 ONE FAMILY DWELLINGS,1,15466,11,,A2,802 LANARK ROAD,,11693,1,0,1,"1,469",792,1920,1,A2,100,12/28/23
4,BROAD CHANNEL,01 ONE FAMILY DWELLINGS,1,15475,5,,A1,10-32 CROSS BAY BOULEVARD,,11693,1,0,1,"2,432","1,900",1930,1,A1,"670,000",12/7/23
4,BROAD CHANNEL,01 ONE FAMILY DWELLINGS,1,15475,25,,A9,10-01 CHANNEL ROAD,,11693,1,0,1,"2,113",900,1925,1,A9,"370,000",9/28/23
4,BROAD CHANNEL,01 ONE FAMILY DWELLINGS,1,15476,17,,A1,1014 CHANNEL ROAD,,11693,1,0,1,"4,028","1,006",2018,1,A1,"645,000",6/21/23
4,BROAD CHANNEL,01 ONE FAMILY DWELLINGS,1,15479,22,,A1,14-04 CROSS BAY BOULEVARD,,11693,1,0,1,"4,924","1,232",2018,1,A1,0,9/26/23
4,BROAD CHANNEL,01 ONE FAMILY DWELLINGS,1,15482,42,,A1,16-12 CHURCH ROAD,,11693,1,0,1,"9,750","1,258",,1,A1,0,8/29/23
4,BROAD CHANNEL,01 ONE FAMILY DWELLINGS,1,15500,110,,A1,2006 CHURCH ROAD,,11693,1,0,1,"3,825",900,1915,1,A1,0,6/20/23
4,BROAD CHANNEL,02 TWO FAMILY DWELLINGS,1,15322,55,,B3,17 WEST 18,,11693,2,0,2,"7,500","1,843",1930,1,B3,"480,000",8/25/23
4,BROAD CHANNEL,02 TWO FAMILY DWELLINGS,1,15400,14,,B2,109 E 6TH ROAD,,11693,2,0,2,"2,500","1,216",1920,1,B2,0,7/24/23
4,BROAD CHANNEL,02 TWO FAMILY DWELLINGS,1,15400,90,,B2,408 CROSS BAY BOULEVARD,,11693,2,0,2,"2,495","2,597",1930,1,B2,"669,500",4/27/23
4,BROAD CHANNEL,05 TAX CLASS 1 VACANT LAND,1B,15304,3,,V0,325 CROSS BAY BOULEVARD,,11693,0,0,0,"14,807",0,,1,V0,"340,000",6/15/23
4,BROAD CHANNEL,05 TAX CLASS 1 VACANT LAND,1B,15316,58,,V0,33 WEST 12TH ROAD,,11693,0,0,0,"4,800",0,,1,V0,"250,000",5/11/23
4,BROAD CHANNEL,05 TAX CLASS 1 VACANT LAND,1B,15321,14,,V0,N/A 203RD AVENUE,,11693,0,0,0,"2,500",0,,1,V0,"740,000",9/20/23
4,BROAD CHANNEL,05 TAX CLASS 1 VACANT LAND,1B,15322,26,,V0,N/A 17TH ROAD,,11693,0,0,0,"3,000",0,,1,V0,0,3/20/23
4,BROAD CHANNEL,05 TAX CLASS 1 VACANT LAND,1B,15322,27,,V0,22 WEST 17TH ROAD,,11693,0,0,0,"10,000",0,,1,V0,0,3/20/23
4,BROAD CHANNEL,05 TAX CLASS 1 VACANT LAND,1B,15323,200,,V0,N/A WEST 18TH ROAD,,11693,0,0,0,"3,000",0,,1,V0,"350,000",4/27/23
4,BROAD CHANNEL,06 TAX CLASS 1 - OTHER,1,15319,55,,G0,31A WEST 15TH ROAD,,11693,1,0,1,"2,400",0,1950,1,G0,0,3/6/23
4,BROAD CHANNEL,22 STORE BUILDINGS,4,15500,80,,K1,25 VAN BRUNT ROAD,,11693,0,1,1,"7,720","1,584",1920,4,K1,"1,000,000",6/9/23
4,BROAD CHANNEL,31 COMMERCIAL VACANT LAND,4,15476,18,,V1,N/A 100TH PLACE,,11693,0,0,0,"3,000",0,,4,V1,"645,000",6/21/23
4,BROAD CHANNEL,31 COMMERCIAL VACANT LAND,4,15479,41,,V1,N/A CHANNEL ROAD,,11693,0,0,0,"7,575",0,,4,V1,"36,000",10/11/23
4,BROAD CHANNEL,31 COMMERCIAL VACANT LAND,4,15482,43,,V1,N/A 100TH PLACE,,11693,0,0,0,"3,000",0,,4,V1,0,8/29/23
4,BROAD CHANNEL,31 COMMERCIAL VACANT LAND,4,15482,850,,V1,N/A CHANNEL ROAD,,11693,0,0,0,"3,070",0,,4,V1,0,8/29/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11280,18,,A5,216-06 115TH TERRACE,,11411,1,0,1,"1,328",864,1940,1,A5,"540,000",4/13/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11280,24,,A5,216-22 115TH TERRACE,,11411,1,0,1,880,"1,188",1940,1,A5,"424,000",2/3/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11280,29,,A5,216-15 115 TERRACE,,11411,1,0,1,"1,344",864,1940,1,A5,"545,000",4/26/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11280,60,,A5,216-03 115TH COURT,,11411,1,0,1,"1,328",864,1940,1,A5,"360,500",3/3/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11280,60,,A5,216-03 115TH COURT,,11411,1,0,1,"1,328",864,1940,1,A5,"567,000",9/12/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11280,66,,A5,216-15 115TH COURT,,11411,1,0,1,"1,136",864,1940,1,A5,"350,000",9/7/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11283,6,,A1,115-59 219TH STREET,,11411,1,0,1,"4,000","1,702",1935,1,A1,0,5/30/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11283,22,,A1,115-27 219TH STREET,,11411,1,0,1,"4,000","1,290",1935,1,A1,"630,000",5/11/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11284,24,,A1,115-23 220TH STREET,,11411,1,0,1,"4,000","1,320",1940,1,A1,"642,000",3/27/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11285,56,,A1,115-42 222 STREET,,11411,1,0,1,"4,000","1,250",1940,1,A1,"660,000",11/10/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11286,1,,A1,115-52 223RD STREET,,11411,1,0,1,"3,700","1,920",1940,1,A1,0,12/1/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11286,24,,A1,115-21 222ND STREET,,11411,1,0,1,"4,000","1,923",1940,1,A1,"500,000",9/14/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11286,30,,A1,115-09 222ND STREET,,11411,1,0,1,"4,000","1,563",1940,1,A1,"660,000",8/11/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11287,18,,A1,115-33 223RD STREET,,11411,1,0,1,"3,450","1,144",1940,1,A1,0,12/14/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11289,24,,A2,115-23 225TH STREET,,11411,1,0,1,"4,000","1,156",1945,1,A2,"612,000",9/18/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11290,12,,A2,115-47 226 ST,,11411,1,0,1,"4,000","1,310",1945,1,A2,0,7/15/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11290,26,,A2,115-19 226TH STREET,,11411,1,0,1,"4,000","1,290",1945,1,A2,0,5/5/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11290,32,,A2,115-07 226TH STREET,,11411,1,0,1,"4,000","1,290",1945,1,A2,0,7/6/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11290,53,,A5,115-36 227TH STREET,,11411,1,0,1,"2,000","1,121",1940,1,A5,0,6/28/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11291,24,,A5,115-23 227TH STREET,,11411,1,0,1,"2,000",720,1945,1,A5,0,5/24/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11291,24,,A5,115-23 227TH STREET,,11411,1,0,1,"2,000",720,1945,1,A5,0,9/6/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11291,28,,A5,115-15 227TH STREET,,11411,1,0,1,"2,525",784,1945,1,A5,"605,000",1/17/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11292,1,,A2,115-60 229TH STREET,,11411,1,0,1,"4,000","1,350",1955,1,A2,0,3/18/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11292,18,,A2,115-37 228TH STREET,,11411,1,0,1,"4,000","1,080",1955,1,A2,0,11/28/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11292,26,,A2,115-19 228TH STREET,,11411,1,0,1,"4,000","1,409",1955,1,A2,"630,000",4/20/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11292,30,,A2,115-11 228TH STREET,,11411,1,0,1,"4,000","1,364",1955,1,A2,"650,000",2/21/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11292,50,,A5,115-28 229TH STREET,,11411,1,0,1,"2,700","1,240",1955,1,A5,"640,000",6/16/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11293,27,,A2,115-27 229TH STREET,,11411,1,0,1,"4,000","1,249",1945,1,A2,"750,000",3/2/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11293,39,,A2,115-02 230TH STREET,,11411,1,0,1,"4,000","1,280",1945,1,A2,"625,000",4/24/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11293,51,,A2,115-26 230 STREET,,11411,1,0,1,"4,000","1,249",1945,1,A2,0,2/8/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11293,54,,A2,115-34 230 STREET,,11411,1,0,1,"4,000","1,249",1945,1,A2,0,4/28/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11293,60,,A2,115-48 230TH STREET,,11411,1,0,1,"4,000","1,288",1945,1,A2,0,6/21/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11294,20,,A2,115-29 230TH STREET,,11411,1,0,1,"4,000","1,307",1945,1,A2,0,3/23/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11295,22,,A2,115-25 231ST STREET,,11411,1,0,1,"4,000","1,312",1945,1,A2,0,8/18/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11295,60,,A1,115-46 232 STREET,,11411,1,0,1,"4,000","2,050",1945,1,A1,0,10/4/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11299,20,,A1,115-77 217TH STREET,,11411,1,0,1,"2,400","1,288",1940,1,A1,0,7/17/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11299,26,,A1,115-65 217TH STREET,,11411,1,0,1,"2,400","1,288",1940,1,A1,1,8/31/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11299,30,,A1,115-62 218TH STREET,,11411,1,0,1,"4,000","1,272",1940,1,A1,"725,000",8/11/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11301,130,,A2,115-67 219TH STREET,,11411,1,0,1,"4,000","1,539",1950,1,A2,"284,925",10/2/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11301,135,,A2,115-60 220TH STREET,,11411,1,0,1,"3,000","1,616",1950,1,A2,"489,769",10/6/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11301,135,,A2,115-60 220TH STREET,,11411,1,0,1,"3,000","1,616",1950,1,A2,"1,137,043",5/3/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11302,40,,A1,115-72 221 ST,,11411,1,0,1,"4,000","1,535",1940,1,A1,"120,000",10/19/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11303,150,,A5,115-88 222ND STREET,,11411,1,0,1,"2,000","1,424",1940,1,A5,"395,000",11/10/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11304,18,,A5,115-91 222ND STREET,,11411,1,0,1,"2,000","1,536",1940,1,A5,0,8/29/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11304,46,,A2,115-86 223RD ST,,11411,1,0,1,"3,700","1,545",1940,1,A2,"780,000",11/8/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11304,46,,A2,115-86 223RD STREET,,11411,1,0,1,"3,700","1,545",1940,1,A2,"500,000",5/17/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11304,54,,A5,115-96 223 STREET,,11411,1,0,1,"2,000","1,448",1940,1,A5,"699,000",8/31/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11304,57,,A5,115-102 223RD STREET,,11429,1,0,1,"2,000","1,448",1940,1,A5,0,7/6/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11304,59,,A5,1151-06 223RD STREET,,11429,1,0,1,"2,000","1,448",1940,1,A5,0,10/5/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11305,18,,A5,115-89 223RD STREET,,11411,1,0,1,"2,000","1,544",1935,1,A5,"630,000",6/1/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11305,22,,A5,115-81 223RD STREET,,11411,1,0,1,"2,000","1,544",1935,1,A5,"650,000",4/27/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11306,51,,A1,115-100 225TH STREET,,11411,1,0,1,"4,500","1,408",1940,1,A1,0,6/1/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11308,9,,A2,115-103 226TH STREET,,11411,1,0,1,"4,000","1,125",1945,1,A2,0,6/20/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11308,50,,A5,115-104 227TH STREET,,11411,1,0,1,"2,100",798,1935,1,A5,"500,000",1/5/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11309,2,,A5,115-115 227TH STREET,,11411,1,0,1,"2,142",882,1935,1,A5,"425,000",3/23/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11309,2,,A5,115-115 227TH STREET,,11411,1,0,1,"2,142",882,1935,1,A5,"499,950",6/12/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11309,4,,A5,115-109 227TH STREET,,11411,1,0,1,"2,142",882,1935,1,A5,"487,375",7/18/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11309,14,,A5,115-91 227TH ST,,11411,1,0,1,"2,125",882,1935,1,A5,"540,000",10/11/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11309,19,,A5,115-81 227TH STREET,,11411,1,0,1,"2,171",798,1935,1,A5,"505,000",7/26/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11309,23,,A5,115-73 227TH STREET,,11411,1,0,1,"2,142",882,1935,1,A5,0,1/19/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11309,30,,A2,115-64 228TH STREET,,11411,1,0,1,"4,000","1,020",1935,1,A2,0,9/26/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11309,49,,A1,115-100 228TH STREET,,11411,1,0,1,"4,500","1,608",1935,1,A1,"799,000",11/16/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11310,21,,A1,115-75 228TH STREET,,11411,1,0,1,"4,500","1,344",1940,1,A1,"685,000",8/3/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11311,16,,A1,115-87 229TH STREET,,11411,1,0,1,"4,500","1,588",1940,1,A1,"685,000",6/6/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11311,24,,A1,115-71 229 STREET,,11411,1,0,1,"4,000","1,320",1940,1,A1,0,12/4/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11312,21,,A2,115-76 231ST STREET,,11411,1,0,1,"4,500","1,375",1935,1,A2,"770,000",5/8/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11313,9,,A1,115-72 232ND STREET,,11411,1,0,1,"4,000","1,056",1940,1,A1,"450,000",4/11/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11313,9,,A1,115-72 232ND STREET,,11411,1,0,1,"4,000","1,056",1940,1,A1,"690,000",10/20/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11313,45,,A2,115-93 231ST STREET,,11411,1,0,1,"4,500","1,439",1945,1,A2,0,12/22/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11314,9,,A2,115-104 233RD STREET,,11411,1,0,1,"4,000","1,217",1945,1,A2,"600,000",8/30/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11314,13,,A1,115-96 233 STREET,,11411,1,0,1,"4,000","1,104",1940,1,A1,0,3/14/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11314,77,,A1,115-97 232 STREET,,11411,1,0,1,"4,000","1,680",1940,1,A1,0,12/18/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11317,42,,A5,116-16 217TH STREET,,11411,1,0,1,"2,000","1,460",1945,1,A5,100,6/28/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11317,53,,A5,116-38 217TH STREET,,11411,1,0,1,"2,000","1,460",1945,1,A5,"649,000",2/27/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11318,37,,A5,116-08 218TH STREET,,11411,1,0,1,"2,000","1,600",1950,1,A5,"555,000",1/6/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11318,46,,A5,116-26 218 ST,,11411,1,0,1,"2,000","1,600",1950,1,A5,10,9/5/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11319,8,,A5,116-51 218TH STREET,,11411,1,0,1,"2,000","1,600",1940,1,A5,"649,999",12/19/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11319,12,,A5,116-43 218TH STREET,,11411,1,0,1,"2,000","1,632",1940,1,A5,10,3/28/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11319,41,,A1,116-20 219TH STREET,,11411,1,0,1,"2,542","1,280",1940,1,A1,0,10/26/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11320,26,,A1,116-15 219TH STREET,,11411,1,0,1,"2,542","1,344",1930,1,A1,"629,000",12/4/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11321,45,,A1,116-24 221ST STREET,,11411,1,0,1,"3,000","1,348",1935,1,A1,0,11/15/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11323,37,,A1,116-04 223RD STREET,,11411,1,0,1,"3,000","1,600",1935,1,A1,"748,000",5/31/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11324,46,,A5,116-24 224TH STREET,,11411,1,0,1,"2,700",924,1935,1,A5,0,10/3/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11325,14,,A5,116-39 224TH ST,,11411,1,0,1,"2,000","1,600",1935,1,A5,"755,000",11/13/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11325,14,,A5,11639 224TH STREET,,11411,1,0,1,"2,000","1,600",1935,1,A5,"400,000",6/21/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11325,16,,A5,116-35 224TH STREET,,11411,1,0,1,"2,000","1,600",1935,1,A5,"464,412",11/22/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11325,51,,A2,116-34 225TH STREET,,11411,1,0,1,"4,000","1,325",1935,1,A2,"750,000",1/13/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11330,11,,A1,116-47 229 STREET,,11411,1,0,1,"4,000","1,618",1950,1,A1,"890,000",2/21/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11330,44,,A2,116-18 230TH STREET,,11411,1,0,1,"4,000","1,288",1945,1,A2,"650,000",1/20/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11332,52,,A2,11628 232ND STREET,,11411,1,0,1,"4,500","1,547",1940,1,A2,"5,000",8/3/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11333,6,,A5,116-75 232ND STREET,,11411,1,0,1,"2,028","1,088",1960,1,A5,"550,000",4/13/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11333,70,,A2,116-56 233RD STREET,,11411,1,0,1,"5,000","1,148",1950,1,A2,"450,000",8/29/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11333,70,,A2,116-56 233RD STREET,,11411,1,0,1,"5,000","1,148",1950,1,A2,"869,000",12/8/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11333,79,,A5,11672 233RD STREET,,11411,1,0,1,"2,097","1,620",1960,1,A5,0,3/31/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11334,42,,A1,11611 233 ST,,11411,1,0,1,"4,000","1,232",1945,1,A1,0,5/17/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,12734,45,,A2,117-14 219TH STREET,,11411,1,0,1,"4,000","1,300",1945,1,A2,0,4/24/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,12736,14,,A1,117-18 220TH STREET,,11411,1,0,1,"4,000","1,216",1930,1,A1,"350,000",11/8/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,12736,36,,A2,117-47 219TH STREET,,11411,1,0,1,"4,000","1,150",1945,1,A2,0,10/18/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,12737,78,,A2,117-34 221ST STREET,,11411,1,0,1,"4,000","1,365",1945,1,A2,"669,000",4/5/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,12738,163,,A1,117-11 221ST STREET,,11411,1,0,1,"4,000","1,426",1940,1,A1,"657,200",3/28/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,12739,21,,A2,117-32 223RD STREET,,11411,1,0,1,"3,800","1,281",1945,1,A2,"745,000",8/17/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,12739,48,,A2,117-15 222ND STREET,,11411,1,0,1,"4,500","1,530",1945,1,A2,0,9/22/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,12740,77,,A1,117-36 224TH STREET,,11411,1,0,1,"3,800","1,150",1930,1,A1,"575,000",7/17/23
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,12740,77,,A1,117-36 224TH STREET,,11411,1,0,1,"3,800","1,150",1930,1,A1,"768,500",11/10/23
